//ID,NAME,JNAME,TYPE,PRICE,SELL,WEIGHT,ATK,MATK,DEF,MDEF,RANGE,SLOT,JOB,GENDER,LOC,WLV,ELV,VIEW,ELEMENT,EFFECT
2414,Sandal_For_Novice,"Sandal For Novice",5,1,1,10,0,0,2,0,0,0,1,2,64,0,5,0,0,0
2415,Bunny_Slippers,"Bunny Slippers",5,20,0,300,0,0,3,0,0,0,8190,2,64,0,30,0,0,0
2501,Hood,Hood,5,1000,0,200,0,0,1,0,0,0,8191,2,4,0,0,0,0,0
2502,Hood_,Hood,5,1000,0,200,0,0,1,0,0,1,8191,2,4,0,0,0,0,0
2503,Muffler,Muffler,5,5000,0,400,0,0,2,0,0,0,8190,2,4,0,0,0,0,0
2504,Muffler_,Muffler,5,5000,0,400,0,0,2,0,0,1,8190,2,4,0,0,0,0,0
2505,Manteau,Manteau,5,32000,0,600,0,0,4,0,0,0,6370,2,4,0,0,0,0,0
2506,Manteau_,Manteau,5,32000,0,600,0,0,4,0,0,1,6370,2,4,0,0,0,0,0
2507,Cape_Of_Ancient_Lord,"Cape of Ancient Lord",5,20,0,600,0,0,2,0,0,0,8190,2,4,0,40,0,0,0
2508,Ragamuffin_Cape,"Ragamuffin Cape",5,20,0,500,0,0,1,10,0,0,8190,2,4,0,0,0,0,0
2509,Manteau_of_life,"Manteau of life",5,42000,21000,550,0,0,4,0,0,0,66052,2,4,0,75,0,0,0
2510,Hood_For_Novice,"Hood For Novice",5,1,1,10,0,0,2,0,0,0,8388609,2,4,0,10,0,0,0
2511,Skeleton_Manteau,"Skeleton Manteau",5,20,0,700,0,0,1,0,0,0,414946,2,4,0,75,0,0,0
2601,Ring,Ring,5,30000,0,100,0,0,0,0,0,0,8190,2,136,0,20,0,0,0
2602,Earring,Earring,5,30000,0,100,0,0,0,0,0,0,8190,2,136,0,20,0,0,0
2603,Necklace,Necklace,5,30000,0,100,0,0,0,0,0,0,8190,2,136,0,20,0,0,0
2604,Glove,Glove,5,30000,0,100,0,0,0,0,0,0,8190,2,136,0,20,0,0,0
2605,Brooch,Brooch,5,30000,0,100,0,0,0,0,0,0,8190,2,136,0,20,0,0,0
2607,Clip,Clip,5,30000,0,100,0,0,0,0,0,1,8190,2,136,0,0,0,0,0
2608,Rosary,Rosary,5,15000,0,100,0,0,0,5,0,0,8190,2,136,0,20,0,0,0
2609,Skul_Ring,"Skull Ring",5,10000,0,100,0,0,0,0,0,0,8191,2,136,0,0,0,0,0
2610,Gold_Ring,"Gold Ring",5,30000,0,100,0,0,0,0,0,0,8191,2,136,0,0,0,0,0
2611,Silver_Ring,"Silver Ring",5,20000,0,100,0,0,0,0,0,0,8191,2,136,0,0,0,0,0
2612,Flower_Ring,"Flower ring",5,1500,0,100,0,0,0,0,0,0,8191,2,136,0,0,0,0,0
2613,Diamond_Ring,"Diamond Ring",5,45000,0,100,0,0,0,0,0,0,8191,2,136,0,0,0,0,0
2614,Eye_of_Dullahan,"Eye of Dullahan",5,90000,0,100,0,0,0,0,0,0,8190,2,136,0,50,0,0,0
2615,Safety_Ring,"Safety Ring",5,75000,0,100,0,0,3,3,0,0,8190,2,136,0,40,0,0,0
2616,Critical_Ring,"Critical Ring",5,75000,0,100,0,0,0,0,0,0,8190,2,136,0,40,0,0,0
2617,Celebrant's_Mitten,"Celebrant's Mitten",5,2,0,100,0,0,1,0,0,0,8190,2,136,0,35,0,0,0
2618,Matyr's_Leash,"Matyr's Leash",5,2,0,100,0,0,1,0,0,0,8190,2,136,0,35,0,0,0
2619,Thimble_Of_Archer,"Thimble of Archer",5,10000,0,100,0,0,0,0,0,0,520,2,136,0,65,0,0,0
2620,Rogue's_Treasure,"Rogue's Treasure",5,10000,0,100,0,0,0,0,0,0,4160,2,136,0,70,0,0,0
2621,Ring_,Ring,5,30000,0,200,0,0,0,0,0,1,8190,2,136,0,90,0,0,0
2622,Earring_,Earring,5,30000,0,200,0,0,0,0,0,1,8190,2,136,0,90,0,0,0
2623,Necklace_,Necklace,5,30000,0,200,0,0,0,0,0,1,8190,2,136,0,90,0,0,0
2624,Glove_,Glove,5,30000,0,200,0,0,0,0,0,1,8190,2,136,0,90,0,0,0
2625,Brooch_,Brooch,5,30000,0,200,0,0,0,0,0,1,8190,2,136,0,90,0,0,0
2626,Rosary_,Rosary,5,15000,0,200,0,0,0,3,0,1,8190,2,136,0,90,0,0,0
2627,Belt_,Belt,5,20000,0,1200,0,0,0,0,0,1,8190,2,136,0,25,0,0,0
2628,Novice_Armlet,"Novice Armlet",5,400,200,200,0,0,0,0,0,1,8388609,2,136,0,1,0,0,0
2629,Megingjard,Megingjard,5,20,10,8000,0,0,2,7,0,0,8191,2,136,0,94,96,0,0
2630,Brisingamen,Brisingamen,5,20,10,1500,0,0,1,3,0,0,9190,2,136,0,94,13,0,0
2631,Pebble_Ring,"Pebble Ring",5,20,10,50,0,0,0,0,0,0,73727,2,136,0,0,0,0,0
2634,Groom's_Wedding_Band,"Groom's Wedding Band",5,0,0,0,0,0,0,0,0,0,81919,1,136,0,0,0,0,0
2635,Bride's_Wedding_band,"Bride's Wedding Band",5,0,0,0,0,0,0,0,0,0,81919,0,136,0,0,0,0,0
2636,Gold_Christmas_Ring,"Gold Christmas Ring",5,20,10,10,0,0,0,0,0,0,1671295,2,136,0,0,0,0,0
2637,Silver_Christmas_Ring,"Silver Christmas Ring",5,20,10,10,0,0,0,0,0,0,1671295,2,136,0,0,0,0,0
2638,Exorcize_Sachet,"Exorcize Sachet",5,20,10,100,0,0,2,0,0,0,2088959,2,136,0,1,0,0,0
2639,Purification_Sachet,"Purification Sachet",5,20,10,100,0,0,2,0,0,1,2088959,2,136,0,1,0,0,0
2640,Kafra's_Ring,"Kafra's Ring",5,300000,0,200,0,0,1,0,0,1,8190,2,136,0,0,0,0,0
2641,Fashion_Backpack,"Fashion Backpack",5,20,0,700,0,0,0,0,0,0,263200,2,136,0,50,0,0,0
2642,Taxed_Gold_Ring,Taxed_Gold_Ring,5,20,0,700,0,0,0,0,0,0,263200,2,136,0,50,0,0,0
2643,Taxed_Gold_Ring_,Taxed_Gold_Ring,5,20,0,700,0,0,0,0,0,0,263200,2,136,0,50,0,0,0
2644,Witches_Amulet,"Witches Amulet",5,20,0,700,0,0,0,0,0,0,263200,2,136,0,50,0,0,0
2645,Moonlight_Ring,"Moonlight Ring",5,20,0,700,0,0,0,0,0,0,263200,2,136,0,50,0,0,0
2646,Bouquet,Bouquet,5,20,0,700,0,0,0,0,0,0,263200,2,136,0,50,0,0,0
4001,Poring_Card,Poring_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4002,Fabre_Card,Fabre_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,Pupa_Card,Pupa_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4004,Drops_Card,Drops_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,Poring__Card,Poring__Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,Lunatic_Card,Lunatic_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,Pecopeco_Egg_Card,Pecopeco_Egg_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,Picky_Card,Picky_Card,6,20,0,10,10,0,0,0,0,0,0,0,16,0,0,0,0,0
4009,Chonchon_Card,Chonchon_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4010,Wilow_Card,Wilow_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4011,Picky__Card,Picky__Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4012,Thief_Bug_Egg_Card,Thief_Bug_Egg_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4013,Andre_Egg_Card,Andre_Egg_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4014,Roda_Frog_Card,Roda_Frog_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4015,Condor_Card,Condor_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4016,Thief_Bug_Card,Thief_Bug_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4017,Savage_Babe_Card,Savage_Babe_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,Andre_Larva_Card,Andre_Larva_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,Hornet_Card,Hornet_Card,6,20,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,Farmiliar_Card,Farmiliar_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,Rocker_Card,Rocker_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4022,Spore_Card,Spore_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4023,Desert_Wolf_Babe_Card,Desert_Wolf_Babe_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4024,Plankton_Card,Plankton_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,Skeleton_Card,Skeleton_Card,6,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,Thief_bug_Female_Card,Thief_bug_Female_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,Kukre_Card,Kukre_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4028,Tarou_Card,Tarou_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4029,Wolf_Card,Wolf_Card,6,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,Mandragora_Card,Mandragora_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4031,Pecopeco_Card,Pecopeco_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4032,Ambernite_Card,Ambernite_Card,6,20,0,10,0,0,2,0,0,0,0,0,32,0,0,0,0,0
4033,Poporing_Card,Poporing_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4034,Worm_Tail_Card,Worm_Tail_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4035,Hydra_Card,Hydra_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,Muka_Card,Muka_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4037,Snake_Card,Snake_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,Zombie_Card,Zombie_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4039,Stainer_Card,Stainer_Card,6,20,0,10,0,0,1,0,0,0,0,0,769,0,0,0,0,0
4040,Creamy_Card,Creamy_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4041,Coco_Card,Coco_Card,6,20,0,10,0,0,1,0,0,0,0,0,769,0,0,0,0,0
4042,Steel_Chonchon_Card,Steel_Chonchon_Card,6,20,0,10,0,0,2,0,0,0,0,0,16,0,0,0,0,0
4043,Andre_Card,Andre_Card,6,20,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,Smokie_Card,Smokie_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4045,horn_Card,horn_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4046,Martin_Card,Martin_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4047,Ghostring_Card,Ghostring_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,8,0
4048,Poison_Spore_Card,Poison_Spore_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4049,Vadon_Card,Vadon_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,Thief_bug_Male_Card,Thief_bug_Male_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4051,Yoyo_Card,Yoyo_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4052,Elder_Wilow_Card,Elder_Wilow_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4053,Vitata_Card,Vitata_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4054,Angeling_Card,Angeling_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,6,0
4055,Marina_Card,Marina_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,Dustiness_Card,Dustiness_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4057,Metaller_Card,Metaller_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,Thara_Frog_Card,Thara_Frog_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4059,Soldier_Andre_Card,Soldier_Andre_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4060,Goblin_Card,Goblin_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,Cornutus_Card,Cornutus_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,0,0
4062,Anacondaq_Card,Anacondaq_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,Caramel_Card,Caramel_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,Zerom_Card,Zerom_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4065,Kaho_Card,Kaho_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,Orc_Warrior_Card,Orc_Warrior_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4067,Megalodon_Card,Megalodon_Card,6,20,0,10,0,0,1,0,0,0,0,0,32,0,0,0,0,0
4068,Scorpion_Card,Scorpion_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,Drainliar_Card,Drainliar_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,Eggyra_Card,Eggyra_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4071,Orc_Zombie_Card,Orc_Zombie_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4072,Golem_Card,Golem_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,Pirate_Skel_Card,Pirate_Skel_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4074,BigFoot_Card,BigFoot_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4075,Argos_Card,Argos_Card,6,20,0,10,0,0,1,0,0,0,0,0,32,0,0,0,0,0
4076,Magnolia_Card,Magnolia_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,Phen_Card,Phen_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4078,Savage_Card,Savage_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4079,Mantis_Card,Mantis_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4080,Flora_Card,Flora_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,Hode_Card,Hode_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4082,Desert_Wolf_Card,Desert_Wolf_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,Rafflesia_Card,Rafflesia_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4084,Marine_Sphere_Card,Marine_Sphere_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4085,Orc_Skeleton_Card,Orc_Skeleton_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,Soldier_Skeleton_Card,Soldier_Skeleton_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,Giearth_Card,Giearth_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4088,Frilldora_Card,Frilldora_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4089,Sword_Fish_Card,Sword_Fish_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,1,0
4090,Munak_Card,Munak_Card,6,20,0,10,0,0,1,0,0,0,0,0,32,0,0,0,0,0
4091,Kobold_Card,Kobold_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4092,Skel_Worker_Card,Skel_Worker_Card,6,20,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,Obeaune_Card,Obeaune_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4094,Archer_Skeleton_Card,Archer_Skeleton_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,Marse_Card,Marse_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4096,Zenorc_Card,Zenorc_Card,6,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,Matyr_Card,Matyr_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4098,Dokebi_Card,Dokebi_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,4,0
4099,Pasana_Card,Pasana_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,0,0
4100,Sohee_Card,Sohee_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4101,Sand_Man_Card,Sand_Man_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,2,0
4102,Whisper_Card,Whisper_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4103,Horong_Card,Horong_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4104,Requiem_Card,Requiem_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,Marc_Card,Marc_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4106,Mummy_Card,Mummy_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Verit_Card,Verit_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4108,Myst_Card,Myst_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4109,Jakk_Card,Jakk_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4110,Ghoul_Card,Ghoul_Card,6,20,0,10,0,0,1,0,0,0,0,0,769,0,0,0,0,0
4111,Strouf_Card,Strouf_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,Marduk_Card,Marduk_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4113,Marionette_Card,Marionette_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4114,Argiope_Card,Argiope_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,5,0
4115,Hunter_Fly_Card,Hunter_Fly_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,Isis_Card,Isis_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4117,Side_Winder_Card,Side_Winder_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,Petit_Card,Petit_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,Bathory_Card,Bathory_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,7,0
4120,Petit__Card,Petit__Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4121,Phreeoni_Card,Phreeoni_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,Deviruchi_Card,Deviruchi_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4123,Eddga_Card,Eddga_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4124,Medusa_Card,Medusa_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4125,Deviace_Card,Deviace_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,Minorous_Card,Minorous_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,Nightmare_Card,Nightmare_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4128,Golden_Bug_Card,Golden_Bug_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4129,Baphomet__Card,Baphomet__Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4130,Scorpion_King_Card,Scorpion_King_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,Moonlight_Flower_Card,Moonlight_Flower_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4132,Mistress_Card,Mistress_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4133,Raydric_Card,Raydric_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4134,Dracula_Card,Dracula_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,Orc_Lord_Card,Orc_Lord_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4136,Khalitzburg_Card,Khalitzburg_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4137,Drake_Card,Drake_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,Anubis_Card,Anubis_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4139,Joker_Card,Joker_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4140,Knight_Of_Abyss_Card,Knight_Of_Abyss_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,Evil_Druid_Card,Evil_Druid_Card,6,20,0,10,0,0,1,0,0,0,0,0,16,0,0,0,9,0
4142,Doppelganger_Card,Doppelganger_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,Orc_Hero_Card,Orc_Hero_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4144,Osiris_Card,Osiris_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4145,Berzebub_Card,Berzebub_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4146,Maya_Card,Maya_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4147,Baphomet_Card,Baphomet_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,Pharaoh_Card,Pharaoh_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4149,Bongun_Card,Bongun_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4150,Orc_Archer_Card,Orc_Archer_Card,6,20,0,10,0,0,0,0,1,0,0,0,136,0,0,0,0,0
4151,Mimic_Card,Mimic_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4152,Wraith_Card,Wraith_Card,6,20,0,10,0,8,0,0,0,0,0,0,769,0,0,0,0,0
4153,Alarm_Card,Alarm_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4154,Arclouse_Card,Arclouse_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4155,Rideword_Card,Rideword_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4156,Skel_Prisoner_Card,Skel_Prisoner_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4157,Zombie_Prisoner_Card,Zombie_Prisoner_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4158,Dark_Priest_Card,Dark_Priest_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4159,Punk_Card,Punk_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,Zherlthsh_Card,Zherlthsh_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,Mysteltainn_Card,Mysteltainn_Card,6,20,0,10,0,0,0,0,0,0,0,0,64,0,0,0,0,0
4162,Tirfing_Card,Tirfing_Card,6,20,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,Executioner_Card,Executioner_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,Anolian_Card,Anolian_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4165,Sting_Card,Sting_Card,6,20,0,10,0,0,0,0,0,0,0,0,136,0,0,0,0,0
4166,Wander_Man_Card,Wander_Man_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,Cramp_Card,Cramp_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4168,Filamentous_Card,Filamentous_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,Brilight_Card,Brilight_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4170,Iron_First_Card,Iron_First_Card,6,20,0,10,0,0,0,0,0,0,0,0,769,0,0,0,0,0
4171,High_Orc_Card,High_Orc_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4172,Choco_Card,Bongun_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4173,Stem_Worm_Card,Stem_Worm_Card,6,20,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0
4174,Penomena_Card,Penomena_Card,6,20,0,10,0,0,0,0,0,0,0,0,32,0,0,0,0,0
4175,Marin_Card,Marin_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,Sasquatch_Card,Sasquatch_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,Antonio_Card,Antonio_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,Cruiser_Card,Cruiser_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,Mystcase_Card,Mystcase_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,Chepet_Card,Chepet_Card,6,20,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4181,Knight_Of_Windstorm_Card,Knight_Of_Windstorm_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,Garm_Card,Garm_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,Gargoyle_Card,Gargoyle_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,Raggler_Card,Raggler_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,Neraid_Card,Neraid_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,Pest_Card,Pest_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,Injustice_Card,Injustice_Card,6,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
