ID,Name,"Display name",LV,HP,SP,exp,jexp,aRan,atk1,atk2(atk1+atk2),def,mdef,str,agi,vit,int,dex,luk,Range2(as),Range3(es),scale,race,Element(property),mode,Mspeed,aDelay(rechargeTime),aMotion(attackMT),dMotion(attackedMT)
1379,NIGHTMARE_TERROR,"Nightmare Terror",78,22605,0,6683,4359,1,757,1007,37,37,1,76,55,60,77,60,10,12,2,6,67,21,200,1564,864,576
1380,DRILLER,Driller,52,7452,0,3215,1860,1,666,886,48,31,1,66,58,50,60,50,10,12,1,2,22,5,200,1564,864,576
1381,GRIZZLY,Grizzly,68,11733,0,3341,2012,1,809,1076,44,32,1,54,68,58,70,58,10,12,2,2,63,5,200,1564,864,576
1382,DIABOLIC,Diabolic,67,9642,0,3662,2223,1,796,1059,64,36,1,84,53,67,71,67,10,12,0,6,47,5,200,1564,864,576
1383,EXPLOSION,Explosion,46,8054,0,2404,1642,1,336,447,35,27,1,61,56,50,66,50,10,12,0,2,63,5,200,1564,864,576
1384,DELETER,Deleter,66,17292,0,3403,2066,1,446,593,45,53,1,105,40,65,72,65,10,12,1,9,44,5,200,1564,864,576
1385,DELETER_,Deleter,65,15168,0,3403,2066,1,446,593,52,53,1,67,40,65,72,65,10,12,1,9,42,5,200,1564,864,576
1386,SLEEPER,Sleeper,67,8237,0,3603,2144,1,593,789,49,35,1,48,100,57,75,57,10,12,1,0,42,5,200,1564,864,576
1387,GIG,Gig,60,8409,0,3934,2039,1,360,479,60,28,1,61,80,53,59,53,10,12,0,2,41,5,200,1564,864,576
1388,ARCHANGELING,Archangeling,60,79523,0,4152,2173,1,669,890,54,58,1,65,80,74,65,74,10,12,1,8,66,21,200,1564,864,576
1389,DRACULA,Dracula,85,320096,0,120157,38870,3,1625,1891,45,76,1,95,90,87,85,87,10,12,2,6,87,5,200,1564,864,576
1390,VIOLY,Violy,75,18257,0,6353,3529,10,738,982,37,36,1,93,54,85,101,85,10,12,1,7,40,5,200,1564,864,576
1391,GALAPAGO,Galapago,63,9145,0,3204,1966,1,457,608,33,33,1,56,56,45,66,45,10,12,1,2,22,3,200,1564,864,576
1392,ROTAR_ZAIRO,"Rotar Zairo",25,1209,0,351,215,10,109,137,4,34,1,62,45,26,55,26,10,12,1,0,44,5,200,1564,864,576
1395,CRYSTAL_1,"Crystal 1",1,15,0,0,0,0,1,2,100,99,1,1,1,1,999,1,1,1,0,3,22,0,2000,1,1,1
1396,CRYSTAL_1,"Crystal 2",1,15,0,0,0,0,1,2,100,99,1,1,1,1,999,1,1,1,0,3,22,0,2000,1,1,1
1397,CRYSTAL_3,"Crystal 3",1,15,0,0,0,0,1,2,100,99,1,1,1,1,999,1,1,1,0,3,22,0,2000,1,1,1
1398,CRYSTAL_4,"Crystal 4",1,15,0,0,0,0,1,2,100,99,1,1,1,1,999,1,1,1,0,3,22,0,2000,1,1,1
1399,EVENT_BAPHOMET,Baphomet,68,864960,0,562340,87895,2,3220,4040,35,45,1,152,96,85,120,85,10,10,2,6,67,53,100,1068,768,576
1400,KARAKASA,Karakasa,30,3092,0,489,322,1,140,183,1,20,1,40,12,5,10,5,10,12,1,0,60,1,300,1480,480,1056
1401,SHINOBI,Shinobi,69,12700,0,4970,3010,1,460,1410,34,21,1,85,25,25,100,25,10,12,1,7,67,5,200,1480,480,720
1402,POISON_TOAD,"Poison Toad",46,6629,0,1929,1457,1,288,408,5,10,1,34,19,14,66,14,10,12,1,2,45,17,165,976,576,288
1403,ANTIQUE_FIRELOCK,"Antique Firelock",47,3852,0,1293,1003,7,289,336,10,10,1,37,29,15,101,15,10,12,1,1,49,5,200,2276,576,432
1404,MIYABI_NINGYO,"Miyabi Ningyo",33,6300,0,795,493,1,250,305,1,20,1,31,15,10,47,10,10,12,1,6,27,17,200,1720,500,420
1405,TENGU,Tengu,65,16940,0,4207,2843,2,660,980,12,82,1,45,69,45,75,45,10,12,2,6,42,5,150,1056,1056,336
1406,KAPHA,Kapha,41,7892,0,2278,1552,4,399,719,20,38,1,65,49,22,73,22,10,12,1,5,21,5,200,1152,1152,384
1407,DOKEBI_,Dokebi,33,2697,0,889,455,1,197,249,0,10,50,50,40,35,69,40,10,12,0,6,27,17,250,1156,456,384
1408,BLOODY_BUTTERFLY,"Bloody Butterfly",57,8082,0,2119,1562,1,354,575,5,23,1,65,35,37,116,37,10,12,1,4,44,5,250,1100,520,570
1409,RICE_CAKE_BOY,"Rice Cake Boy",27,2098,0,231,149,3,112,134,5,12,1,22,29,5,41,5,10,12,0,7,20,17,250,1100,520,570
1410,LIVE_PEACH_TREE,"Live Peach Tree",55,10050,0,2591,1799,7,482,603,10,38,1,45,120,39,120,39,10,12,1,3,42,4,250,1100,520,570
1412,EVIL_CLOUD_HERMIT,"Evil Cloud Hermit",57,15003,0,3304,2198,7,620,899,25,59,1,66,21,76,130,76,10,12,2,0,40,5,250,1100,520,570
1413,WILD_GINSING,"Wild Ginseng",46,6900,0,1038,692,1,220,280,10,20,1,42,36,55,66,55,10,12,0,3,43,9,250,1100,520,570
1415,BABY_LEOPARD,"Baby Leopard",32,2590,0,352,201,1,155,207,0,5,1,44,20,4,49,4,10,12,0,2,28,5,250,1100,570,570
1416,WICKED_NYMPH,"Wicked Nymph",63,18029,0,3945,2599,1,691,1382,12,75,1,64,12,69,100,69,10,12,1,6,67,5,250,1100,520,570
1417,ZIPPER_BEAR,"Zipper Bear",35,2901,0,370,255,1,248,289,10,5,1,25,55,15,28,15,10,12,1,2,27,9,250,1100,520,570
1418,DARK_SNAKE_LORD,"Dark Snake Lord",73,254993,0,34288,17950,3,1433,2033,25,55,1,83,62,80,164,80,10,12,2,2,68,21,120,1152,576,1152
1419,G_FAMILIAR,Farmiliar,8,155,0,1,1,1,20,28,0,0,1,12,8,5,28,0,10,12,0,2,27,5,150,1276,576,384
1420,G_ARCHER_SKELETON,"Archer Skeleton",31,3040,0,1,1,9,128,153,0,0,1,8,14,5,90,5,10,12,1,1,29,5,300,2864,864,576
1421,G_ISIS,Isis,43,4828,0,1,1,1,423,507,10,35,38,65,43,30,72,15,10,12,2,6,27,21,200,1384,768,336
1422,G_HUNTER_FLY,"Hunter Fly",42,5242,0,1,1,1,246,333,25,15,33,105,32,15,72,30,10,12,0,4,44,5,150,676,576,480
1423,G_GHOUL,Ghoul,39,5118,0,1,1,1,420,500,5,20,1,20,29,0,33,20,10,12,1,1,49,5,250,2456,912,504
1424,G_SIDE_WINDER,"Side Winder",43,4929,0,1,1,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,21,200,1576,576,576
1425,G_OBEAUNE,Obeaune,31,3952,0,1,1,1,141,165,0,40,1,31,31,55,74,85,10,12,1,5,41,21,200,1872,672,288
1426,G_MARC,Marc,36,6900,0,1,1,1,220,280,5,10,1,36,36,20,56,30,10,12,1,5,41,5,150,1272,72,480
1427,G_NIGHTMARE,Nightmare,49,4437,0,1,1,1,447,529,0,40,1,74,25,15,64,10,10,12,2,6,68,21,150,1816,816,432
1428,G_POISON_SPORE,"Poison Spore",19,665,0,1,1,1,89,101,0,0,1,19,25,0,24,0,10,12,1,3,25,5,200,1672,672,288
1429,G_ARIGOPE,Argiope,41,4382,0,1,1,1,395,480,30,0,1,41,31,10,56,30,10,12,2,4,25,53,300,1792,792,336
1430,G_ARGOS,Argos,25,1117,0,1,1,1,158,191,15,0,1,25,25,5,32,15,10,12,2,4,25,21,300,1468,468,768
1431,G_BAPHOMET_,"Baphomet Jr.",50,8578,0,1,1,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,53,100,868,480,120
1432,G_DESERT_WOLF,"Desert Wolf",27,1,0,1,1,1,169,208,0,10,56,27,45,15,56,10,10,12,1,2,23,11,200,1120,420,288
1433,G_DEVIURCHI,Deviurchi,46,7360,0,1,1,1,475,560,10,25,1,69,40,55,87,30,10,12,0,6,27,53,150,980,600,384
1434,G_DRAINLAIR,Drainliar,24,1162,0,1,1,1,74,84,0,0,1,36,24,0,78,0,10,12,0,2,47,21,250,1276,576,384
1435,G_EVIL_DRUID,"Evil Druid",58,16506,0,1,1,1,420,670,5,60,1,29,58,80,68,30,10,12,2,1,89,53,300,2276,576,336
1436,G_JAKK,Jakk,38,3581,0,1,1,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,53,200,1180,480,648
1437,G_JOKER,Joker,57,12450,0,1,1,1,621,738,10,35,1,143,47,75,98,175,10,12,2,7,84,53,100,1364,864,432
1438,G_KHALITZBURG,Khalitzburg,63,19276,0,1,1,1,875,1025,45,10,58,65,48,5,73,40,10,12,2,1,29,53,350,528,1000,396
1439,G_HIGH_ORC,"High Orc",52,6890,0,1,1,1,428,533,15,5,55,46,55,35,82,40,10,12,2,7,43,53,150,1500,500,1000
1440,G_STEM_WORM,"Stem Worm",40,6136,0,1,1,2,290,375,5,10,1,30,26,15,79,35,10,12,1,3,24,21,200,1500,500,1000
1441,G_PENOMENA,Penomena,57,7256,0,1,1,7,415,565,5,50,1,5,35,15,136,30,10,12,1,5,25,53,400,832,500,600
1442,G_SASQUATCH,Sasquatch,30,3163,0,1,1,1,250,280,5,0,75,25,60,10,34,20,10,12,2,2,60,53,300,1260,192,192
1443,G_CRUSIER,Cruiser,35,2820,0,1,1,7,175,215,5,5,1,40,10,10,90,25,10,12,1,0,60,53,400,1296,1296,432
1444,G_CHEPET,Chepet,42,4950,0,1,1,1,380,440,0,25,1,72,35,71,65,85,10,12,1,7,23,53,400,672,672,288
1445,G_RAGGLER,Raggler,21,1020,0,1,1,1,102,113,0,5,18,10,32,20,39,35,10,12,0,2,24,53,200,1000,900,384
1446,G_INJUSTICE,Injustice,51,7600,0,1,1,1,480,600,0,0,84,42,39,0,71,35,10,12,1,1,47,53,400,770,720,336
1447,G_GRYPHON,Gryphon,72,27800,0,1,1,1,880,1260,35,35,68,95,78,65,115,75,10,12,2,2,84,53,100,704,504,432
1448,G_DARK_FRAME,"Dark Frame",59,7500,0,1,1,1,960,1210,10,45,1,72,42,45,85,25,10,12,1,6,67,5,200,920,720,200
1449,G_MUTANT_DRAGONOID,"Mutant Dragonoid",65,42600,0,1,1,4,2400,3400,15,20,75,47,30,68,45,35,10,12,2,9,43,53,250,1280,1080,240
1450,G_WIND_GHOST,"Wind Ghost",51,4820,0,1,1,2,489,639,0,45,1,89,15,90,85,25,10,12,1,6,64,53,150,1056,1056,336
1451,G_MERMAN,Merman,53,12300,0,1,1,2,482,603,10,35,72,62,46,15,95,75,10,12,1,7,41,53,200,916,816,336
1452,G_ORC_LADY,"Orc Lady",31,2000,0,1,1,1,135,170,10,10,35,42,25,15,69,55,10,12,1,7,42,53,200,1050,900,288
1453,G_RAYDRIC_ARCHER,"Raydric Archer",52,5250,0,1,1,9,415,500,35,5,15,25,22,5,145,35,10,12,1,6,47,5,200,1152,1152,480
1454,G_TRIJOINT,Trijoint,32,2300,0,1,1,1,178,206,20,5,1,48,24,10,67,20,10,12,0,4,22,53,200,860,660,624
1455,G_KOBOLD_ARCHER,"Kobold Archer",33,2560,0,1,1,9,155,185,10,5,10,20,15,30,100,25,10,12,0,7,23,5,200,1008,1008,384
1456,G_CHIMERA,Chimera,70,32600,0,1,1,1,1200,1320,30,10,1,72,110,88,75,85,10,12,2,2,63,53,200,772,672,360
1457,G_MANTIS,Mantis,26,2472,0,1,1,1,118,149,10,0,1,26,24,5,45,15,10,12,1,4,22,21,200,1528,660,432
1458,G_MARDUK,Marduk,40,4214,0,1,1,1,315,382,0,60,1,40,20,79,78,20,10,12,2,7,23,21,300,1540,840,504
1459,G_MARIONETTE,Marionette,41,3222,0,1,1,1,355,422,0,25,1,62,36,44,69,45,10,12,0,6,68,21,300,1480,480,1056
1460,G_MATYR,Matyr,31,2585,0,1,1,1,134,160,0,0,1,47,38,5,64,5,10,12,1,2,27,21,150,432,432,360
1461,G_MINOROUS,Minorous,52,7431,0,1,1,1,590,770,15,5,65,42,61,66,52,25,10,12,2,2,43,21,200,1360,960,432
1462,G_ORC_SKELETON,"Orc Skeleton",28,2278,0,1,1,1,190,236,10,10,1,14,18,0,30,15,10,12,1,1,29,5,200,2420,720,648
1463,G_ORC_ZOMBIE,"Orc Zombie",24,1568,0,1,1,1,151,184,5,10,1,12,24,0,24,5,10,12,1,1,29,5,400,2852,1152,840
1464,G_PASANA,Pasana,33,2274,0,1,1,1,212,248,15,5,1,33,54,10,76,15,10,12,1,7,43,21,200,1700,1000,500
1465,G_PETIT,Petit,44,6881,0,1,1,1,360,427,30,30,1,44,62,69,79,60,10,12,1,9,22,21,200,1624,620,384
1466,G_PETIT_,Petit,45,5747,0,1,1,1,300,355,20,45,1,113,45,69,73,80,10,12,1,9,24,21,150,1420,1080,528
1467,G_RAYDRIC,Raydric,52,8613,0,1,1,1,830,930,40,15,58,47,42,5,69,26,10,12,2,7,47,21,150,824,780,420
1468,G_REQUIUM,Requium,35,3089,0,1,1,1,220,272,0,15,1,53,35,5,57,2,10,12,1,7,27,5,400,1516,816,432
1469,G_SKEL_WORKER,"Skel Worker",30,2872,0,1,1,1,242,288,0,15,1,15,30,5,42,10,10,12,1,1,29,5,400,2420,720,384
1470,G_ZEROM,Zerom,23,1109,0,1,1,1,127,155,0,10,1,23,23,5,42,0,10,12,1,7,23,5,200,1780,1080,432
1471,G_NINE_TAILS,"Nine Tails",51,9466,0,1,1,1,610,734,10,25,1,80,46,1,89,85,10,12,1,2,63,53,150,840,540,480
1472,G_BONGUN,Bongun,32,3520,0,1,1,1,220,260,0,0,45,15,36,10,48,15,10,12,1,1,29,5,200,1720,500,420
1473,G_ORC_ARCHER,"Orc Archer",49,7440,0,1,1,9,310,390,10,5,1,44,25,20,125,20,10,12,1,7,22,21,300,1960,620,480
1474,G_MIMIC,Mimic,51,6120,0,1,1,1,150,900,10,40,44,121,1,60,75,110,10,12,1,0,60,21,100,972,500,288
1475,G_WRAITH,Wraith,53,10999,0,1,1,1,580,760,5,30,1,95,30,75,78,35,10,12,2,1,89,53,300,1816,576,240
1476,G_ALARM,Alarm,58,10647,0,1,1,1,480,600,15,15,1,62,72,10,85,45,10,12,1,0,60,53,300,1020,500,768
1477,G_ARCLOUSE,Arclouse,59,6075,0,1,1,1,570,640,10,15,1,75,5,5,75,50,10,12,1,4,42,21,100,960,500,480
1478,G_RIDEWORD,Rideword,59,11638,0,1,1,1,584,804,5,35,48,75,10,20,120,45,10,12,0,0,60,53,150,864,500,192
1479,G_SKEL_PRISONER,"Skeleton Prisoner",52,8691,0,1,1,1,660,890,10,20,55,20,36,0,76,25,10,12,1,1,69,13,350,1848,500,576
1480,G_ZOMBIE_PRISONER,"Zombie Prisoner",53,11280,0,1,1,1,780,930,10,20,1,24,39,0,72,25,10,12,1,1,69,13,350,1768,500,192
1481,G_PUNK,Punk,43,3620,0,1,1,1,292,365,0,45,1,105,5,45,65,20,10,12,0,3,24,21,300,1500,500,1000
1482,G_ZEALOTUS,Zealotus,63,18300,0,1,1,1,700,850,10,15,70,85,40,30,125,60,10,12,1,7,60,13,200,800,792,384
1483,G_RYBIO,Rybio,57,15498,0,1,1,1,725,910,0,0,1,74,42,39,124,30,10,12,1,7,60,13,200,1500,500,1000
1484,G_PHENDARK,Phendark,58,12512,0,1,1,1,897,1120,0,0,1,108,50,58,85,10,10,12,1,7,60,13,200,1500,500,1000
1485,G_MYSTELTAINN,Mysteltainn,76,33350,0,1,1,2,1160,1440,30,30,77,139,80,35,159,65,10,12,2,0,87,53,250,1152,500,240
1486,G_TIRFING,Tirfing,71,29900,0,1,1,1,950,1146,30,35,58,87,55,35,132,65,10,12,1,0,67,53,100,816,500,240
1487,G_EXECUTIONER,Executioner,65,28980,0,1,1,2,570,950,35,35,64,85,40,25,88,60,10,12,2,0,47,53,200,768,500,384
1488,G_ANOLIAN,Anolian,63,18960,0,1,1,1,640,760,15,15,1,43,58,25,97,65,10,12,1,5,41,53,200,900,500,864
1489,G_STING,Sting,61,9500,0,1,1,1,850,1032,5,30,57,45,55,5,120,85,10,12,1,0,62,53,300,528,500,240
1490,G_WANDERER,Wanderer,74,8170,0,1,1,2,450,550,5,5,1,192,38,45,127,85,10,12,1,6,24,53,100,672,500,192
1491,G_DOKEBI,Dokibi,33,2697,0,1,1,1,197,249,0,10,50,50,40,35,69,40,10,12,0,6,27,17,250,1156,456,384
1492,INCANTATION_SAMURAI,"Incantation Samurai",71,218652,0,53600,5000,1,1219,2169,10,51,1,85,78,85,150,85,10,12,2,7,67,53,200,1152,1152,500
1493,DRYAD,Dryad,50,8791,0,2763,1493,2,499,589,15,33,1,75,55,1,78,1,10,12,1,3,64,5,200,2492,392,842
1494,KIND_OF_BEETLE,Beetle,34,1874,0,679,442,1,191,243,45,12,1,34,10,1,50,1,10,12,0,4,22,1,200,1720,420,500
1495,STONE_SHOOTER,"Stone Shooter",42,4104,0,1238,752,9,309,350,12,45,1,40,20,79,92,79,10,12,1,3,63,5,200,2492,392,842
1497,WOODEN_GOLEM,"Wooden Golem",51,9200,0,1926,1353,1,570,657,32,36,1,41,69,5,85,5,10,12,2,3,42,5,175,1028,360,528
1498,WOOTAN_SHOOTER,"Wootan Shooter",39,3977,0,886,453,9,224,271,10,28,1,35,29,15,120,15,10,12,1,7,42,5,175,1348,370,528
1499,WOOTAN_FIGHTER,"Wootan Fighter",41,4457,0,1790,833,1,395,480,30,19,1,41,31,10,67,10,10,12,1,7,43,5,175,1028,360,528
1500,PARASITE,Parasite,37,3090,0,1098,478,9,175,215,5,19,1,40,20,10,90,10,10,12,1,3,44,52,200,2492,392,842
1501,PARASITE_BULLET,"Parasite Bullet",1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,5,400,1872,672,480
1502,EVENT_PORING,"Bring it on",99,999999999,0,60000,30000,1,99,199,9,82,10,10,10,10,16,40,10,12,1,3,25,131,400,1872,672,480
1503,GIBBET,Gibbet,58,6841,0,4011,1824,1,238,418,28,31,1,42,42,27,46,27,10,12,2,6,27,5,175,1348,370,528
1504,DULLAHAN,Dullahan,62,12437,0,4517,2963,1,418,647,47,38,1,30,5,45,62,45,10,12,1,1,49,5,200,2492,392,842
1505,LOLI_RURI,"Lori Ruri",71,23470,0,6641,4314,1,841,1476,39,44,1,66,54,74,81,74,10,12,2,6,87,5,200,2492,392,842
1506,DISGUISE,Disguise,55,7543,0,2815,1919,1,267,279,18,29,1,72,45,35,48,35,10,12,1,6,82,5,200,2492,392,842
1507,BLOODY_MURDERER,"Bloody Murderer",72,27521,0,9742,3559,1,217,864,37,41,1,30,90,15,52,15,10,12,2,7,67,5,175,1028,360,528
1508,QUVE,Quve,40,4559,0,414,306,1,170,299,12,12,1,61,24,19,37,19,10,12,0,1,29,5,200,1720,420,500
1509,LUDE,Lude,36,3214,0,392,247,1,164,287,14,10,1,59,60,18,36,18,10,12,0,1,29,5,200,1720,420,500
1510,HYLOZOIST,Hylozoist,51,7186,0,2314,1297,1,181,317,16,51,1,28,26,47,66,47,10,12,0,1,47,5,200,2492,392,842
1511,AMON_RA,"Amon Ra",88,1214138,0,87264,35891,1,1647,2576,26,52,1,1,90,124,74,124,10,12,2,7,62,5,200,2492,392,842
1512,HYEGUN,Hyegun,56,9981,0,2199,1032,1,318,710,12,10,1,40,36,10,73,10,10,12,1,1,49,5,200,2492,392,842
1513,CIVIL_SERVANT,"Civil Servant",62,14390,0,4023,2750,1,360,650,42,5,1,15,20,60,80,60,10,12,1,2,44,5,200,2492,392,842
1514,DANCING_DRAGON,"Dancing Dragon",54,9136,0,3030,769,1,239,550,39,10,1,62,55,25,72,25,10,12,1,9,44,3,200,2492,392,842
1515,BABY_GARM,"Baby Garm",61,20119,0,1022,2980,1,499,680,34,13,1,30,56,55,85,55,10,12,1,2,41,5,400,608,408,336
1516,LIVING_SOIL,"Living Soil",51,8230,0,2760,2110,1,140,560,30,12,1,45,23,12,69,12,10,12,1,0,62,17,400,2492,392,336
1517,LI_ME_MANG_RYANG,"Li Me Mang Ryang",48,5920,0,1643,1643,1,199,434,23,16,1,51,19,8,57,8,10,12,1,6,62,5,200,2492,392,842
1518,BACSOJIN,Bacsojin,75,218652,0,33095,18214,3,1219,2169,10,51,1,85,78,85,150,85,10,12,2,1,67,53,400,608,408,336
1519,CHUNG_E,"Chung E",33,5628,0,739,455,1,210,251,0,10,1,33,33,10,58,10,10,12,1,6,21,5,200,2492,392,842
1520,BOILED_RICE,"Boiled Rice",14,344,0,81,44,1,59,72,0,10,1,14,14,0,19,0,10,12,1,3,25,5,200,2492,392,842
1521,G_ALICE,Alice,62,10000,0,1,1,1,550,700,5,5,64,64,42,85,100,130,10,12,1,7,60,17,200,1152,1152,480
1522,G_ANCIENT_MUMMY,"Ancient Mummy",64,39760,0,1,1,1,836,1129,27,27,28,19,32,5,83,35,10,12,1,1,49,53,175,1772,120,384
1523,G_ANTIQUE_FIRELOCK,"Antique Firelock",29,2334,0,1,1,7,221,245,10,15,1,15,22,5,40,15,10,12,1,1,29,5,200,2276,576,432
1524,G_BABY_LEOPARD,"Baby Leopard",53,9390,0,1,1,1,120,470,72,67,1,98,54,25,90,52,10,12,0,2,28,5,250,1100,570,570
1525,G_BATHORY,Bathory,44,5415,0,1,1,1,198,398,0,60,1,76,24,85,65,15,10,12,1,7,27,53,100,1504,840,900
1526,G_BLOODY_BUTTERFLY,"Bloody Butterfly",65,8960,0,1,1,1,327,600,30,67,1,100,20,50,110,15,10,12,1,4,44,5,250,1100,520,570
1527,G_C_TOWER_MANAGER,"Clock Tower Mangaer",63,18600,0,1,1,3,880,1180,35,30,1,75,20,64,75,60,10,12,2,0,80,21,200,1072,672,384
1528,G_CLOCK,Clock,60,11050,0,1,1,1,720,909,15,10,1,70,50,25,90,50,10,12,1,0,42,17,200,1092,792,480
1529,G_DARK_SNAKE_LORD,"DarkSnake Lord",73,254993,0,1,1,3,1433,2023,25,55,1,85,78,87,150,60,10,12,2,2,68,21,120,1152,576,1152
1530,G_DRACULA,Dracula,85,320096,0,1,1,3,1625,1890,45,76,1,95,90,87,85,100,10,12,2,6,87,5,200,1564,864,576
1531,G_EVIL_CLOUD_HERMIT,"Evil Cloud Hermit",56,18300,0,1,1,7,327,1428,72,67,1,32,80,67,58,15,10,12,2,0,42,5,250,1100,520,570
1532,G_EXPLOSION,Explosion,46,8054,0,1,1,1,336,447,35,27,1,61,56,50,66,38,10,12,0,2,63,5,200,1564,864,576
1533,G_SEAL,Seal,63,12942,0,1,1,1,845,1202,25,33,5,28,22,15,69,84,10,12,1,2,21,5,250,1612,622,583
1534,G_GOBLIN_1,Goblin,25,1176,0,1,1,1,118,140,10,5,1,53,25,20,38,10,10,12,1,7,24,53,100,1120,620,240
1535,G_GOBLIN_2,Goblin,24,1034,0,1,1,1,88,100,10,5,1,24,24,15,66,10,10,12,1,7,23,21,150,1320,620,240
1536,G_GOBLIN_3,Goblin,24,1034,0,1,1,1,132,165,10,5,1,24,24,15,24,10,10,12,1,7,25,13,250,1624,624,240
1537,G_GOBLIN_4,Goblin,23,1359,0,1,1,1,109,131,10,5,1,23,46,15,36,10,10,12,1,7,22,13,200,1624,624,240
1538,G_GOBLIN_5,Goblin,22,1952,0,1,1,1,105,127,10,5,1,22,22,15,32,10,10,12,1,7,21,13,300,3074,1874,480
1539,G_GOBLIN_LEADER,"Goblin Leader",64,19735,0,1,1,1,663,753,48,16,5,55,37,30,69,58,10,12,1,7,24,53,120,1120,620,240
1540,G_GOLEM,Golem,25,3900,0,1,1,1,175,187,40,0,1,15,25,0,15,0,10,12,2,0,60,17,300,1608,816,396
1541,G_GREATEST_GENERAL,"Greatest General",40,3632,0,1,1,3,350,400,15,15,1,20,60,55,82,140,10,12,1,0,43,4,200,1152,1152,384
1542,G_INCANTATION_SAMURAI,"Incantation Samurai",71,218652,0,1,1,1,2350,2770,55,30,1,73,60,50,103,130,10,12,2,7,67,53,200,1152,1152,500
1543,G_KAPHA,Kapha,40,3632,0,1,1,4,350,400,15,15,1,20,60,55,82,140,10,12,1,0,43,5,200,1152,1152,384
1544,G_KARAKASA,Karakasa,41,3222,0,1,1,1,355,422,50,25,1,62,36,44,69,45,10,12,0,6,68,1,300,1480,480,1056
1545,G_KOBOLD_1,Kobold,36,3893,0,1,1,1,265,318,15,10,1,90,36,30,52,20,10,12,1,7,44,13,150,1028,528,360
1546,G_KOBOLD_2,Kobold,31,2179,0,1,1,1,262,324,15,10,1,31,31,20,46,20,10,12,1,7,45,13,200,1528,528,360
1547,G_KOBOLD_3,Kobold,31,2179,0,1,1,1,186,216,15,10,1,31,31,20,88,20,10,12,1,7,43,13,300,1228,528,360
1548,G_KOBOLD_4,Kobold,30,3503,0,1,1,1,168,199,15,10,1,30,30,20,50,20,10,12,1,7,41,13,200,2200,1000,500
1549,G_LAVA_GOLEM,"Lava Golem",77,24324,0,1,1,1,1541,2049,65,50,1,57,115,70,76,68,10,12,2,0,83,5,200,1564,864,576
1550,G_LIVE_PEACH_TREE,"Live Peach Tree",56,18300,0,1,1,7,327,1428,72,67,1,32,80,67,58,15,10,12,1,3,42,4,250,1100,520,570
1551,G_MARSE,Marse,31,5034,0,1,1,1,211,252,0,5,1,31,25,5,52,30,10,12,0,5,41,17,300,1956,756,528
1552,G_MIYABI_NINGYO,"Miyabi Ningyo",32,3520,0,1,1,1,220,260,50,50,45,15,36,10,48,15,10,12,1,1,29,17,200,1720,500,420
1553,G_MYST,Myst,38,3745,0,1,1,1,365,445,0,40,1,38,18,0,53,10,10,12,2,0,25,53,200,1576,576,384
1554,G_NIGHTMARE_TERROR,"Nightmare Terror",78,22605,0,1,1,1,757,1007,37,37,1,76,55,60,77,54,10,12,2,6,67,21,200,1564,864,576
1555,G_PARASITE,Parasite,37,3090,0,1,1,9,123,582,30,35,62,45,46,35,78,55,10,12,1,3,62,52,200,2492,392,842
1556,G_POISON_TOAD,"Poison Toad",61,8289,0,1,1,1,513,682,29,35,1,73,50,61,69,43,10,12,1,7,43,17,165,976,576,288
1557,G_ROTAR_ZAIRO,"Rotar Zairo",25,1209,0,1,1,10,109,137,4,34,1,62,45,48,55,5,10,12,1,0,44,5,200,1564,864,576
1558,G_SAND_MAN,"Sand Man",34,3413,0,1,1,1,180,205,10,25,24,34,58,38,60,5,10,12,1,0,62,5,250,1672,720,288
1559,G_SCORPIAN,Scorpian,24,1109,0,1,1,1,80,135,30,0,1,24,24,5,52,5,10,12,0,4,23,21,200,1564,864,576
1560,G_SHINOBA,Shinobi,26,2282,0,1,1,1,146,177,50,30,1,26,42,5,49,40,10,12,1,2,42,5,200,1480,480,720
1561,G_SMOKIE,Smokie,18,641,0,1,1,1,61,72,0,10,1,18,36,25,26,35,10,12,0,2,22,17,200,1576,576,420
1562,G_SOLDIER_SKELETON,"Soldier Skeleton",29,2334,0,1,1,1,221,245,10,15,1,15,22,5,40,15,10,12,1,1,29,5,200,2276,576,432
1563,G_TENGU,Tengu,51,4820,0,1,1,2,489,639,0,45,1,89,15,90,85,25,10,12,1,6,64,5,150,1056,1056,336
1564,G_WICKED_NYMPH,"Wicked Nymph",56,18300,0,1,1,1,327,1428,72,67,1,32,80,67,58,15,10,12,2,7,43,5,250,1100,520,570
1565,G_WILD_GINSING,"Wild Ginsing",62,13980,0,1,1,1,120,510,46,67,1,110,30,80,100,30,10,12,0,3,43,9,250,1100,520,570
1566,G_WRAITH_DEAD,"Wraith Dead",74,42131,0,1,1,2,1366,1626,25,30,5,99,55,95,89,45,10,12,2,1,89,53,175,1816,576,240
1567,G_ANCIENT_WORM,"Ancient Worm",67,22131,0,1,1,1,947,1115,35,30,5,35,56,55,81,72,10,12,2,4,25,53,165,1792,792,336
1568,G_ANGELING,Angeling,20,55000,0,1,1,1,108,168,30,75,1,50,20,1,68,80,10,10,1,8,86,21,200,1272,672,672
