//NAME,STATE,SKILL_ID,SKILL_LV,PERCENT,CASTINT_TIME,COOL_DOWN,DISPELL,IF_CASE,IF_VALUE
HODE,BERSERK_ST,AS_CLOAKING,1,200,200,5000,0,0,0
HODE,IDLE_ST,AS_CLOAKING,1,200,200,5000,0,0,0
HODE,RUSH_ST,AS_CLOAKING,1,200,200,5000,0,0,0
HODE,BERSERK_ST,NPC_GROUNDATTACK,3,50,500,5000,NO_DISPEL,0,0
HORN,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
HORN,BERSERK_ST,NPC_PIERCINGATT,2,50,0,5000,0,0,0
HORNET,BERSERK_ST,NPC_PIERCINGATT,2,50,0,5000,0,0,0
HORNET,BERSERK_ST,NPC_WINDATTACK,1,200,0,5000,0,0,0
HORONG,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
HORONG,RUSH_ST,MG_SIGHT,1,200,0,5000,0,0,0
HORONG,BERSERK_ST,NPC_COMBOATTACK,2,50,700,5000,NO_DISPEL,0,0
HORONG,BERSERK_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
HORONG,RUSH_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
HUNTER_FLY,IDLE_ST,AL_TELEPORT,1,50,0,5000,0,0,0
HUNTER_FLY,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
HUNTER_FLY,ANGRY_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
HUNTER_FLY,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
HUNTER_FLY,ANGRY_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
HUNTER_FLY,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
HUNTER_FLY,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
HUNTER_FLY,FOLLOW_ST,NPC_EMOTION,1,20,0,5000,0,0,0
HUNTER_FLY,BERSERK_ST,NPC_WINDATTACK,1,200,0,5000,0,0,0
HUNTER_FLY,ANGRY_ST,NPC_WINDATTACK,1,200,0,5000,0,0,0
HYDRA,BERSERK_ST,NPC_WATERATTACK,2,50,500,5000,NO_DISPEL,0,0
HYEGUN,BERSERK_ST,AS_SONICBLOW,5,50,1000,30000,NO_DISPEL,0,0
HYEGUN,BERSERK_ST,NPC_CRITICALSLASH,1,50,0,5000,0,0,0
HYLOZOIST,BERSERK_ST,AL_DECAGI,1,50,1000,5000,NO_DISPEL,0,0
HYLOZOIST,RUSH_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
HYLOZOIST,BERSERK_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
INCUBUS,IDLE_ST,AL_TELEPORT,1,50,0,5000,0,0,0
INCUBUS,BERSERK_ST,NPC_BLINDATTACK,5,50,0,5000,0,0,0
INCUBUS,BERSERK_ST,NPC_DARKNESSATTACK,2,50,500,5000,NO_DISPEL,0,0
INCUBUS,BERSERK_ST,NPC_MENTALBREAKER,3,50,800,5000,NO_DISPEL,0,0
INCUBUS,RUSH_ST,NPC_MENTALBREAKER,3,50,800,5000,NO_DISPEL,0,0
INJUSTICE,BERSERK_ST,AS_SONICBLOW,10,50,800,5000,NO_DISPEL,0,0
INJUSTICE,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
ISIS,BERSERK_ST,NPC_CRITICALSLASH,1,50,500,5000,NO_DISPEL,0,0
ISIS,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
ISIS,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
ISIS,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
JAKK,BERSERK_ST,NPC_BLINDATTACK,3,50,0,5000,0,0,0
JAKK,BERSERK_ST,NPC_CURSEATTACK,3,50,800,5000,NO_DISPEL,0,0
JAKK,RUSH_ST,NPC_CURSEATTACK,3,50,800,5000,NO_DISPEL,0,0
JAKK,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
JAKK,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
JAKK,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
JOKER,RUSH_ST,MG_FIREBALL,5,50,800,5000,0,0,0
JOKER,RUSH_ST,MG_SOULSTRIKE,9,50,500,5000,0,0,0
JOKER,IDLE_ST,NPC_ATTRICHANGE,1,50,2000,300000,NO_DISPEL,0,0
JOKER,IDLE_ST,NPC_EMOTION,1,10,0,60000,0,0,0
JOKER,BERSERK_ST,NPC_EMOTION,1,1000,0,60000,0,0,0
JOKER,RUSH_ST,NPC_ENERGYDRAIN,1,50,800,5000,NO_DISPEL,0,0
JOKER,RUSH_ST,NPC_WINDATTACK,2,50,800,5000,NO_DISPEL,0,0
JOKER,RUSH_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
JOKER,RUSH_ST,WZ_QUAGMIRE,5,50,700,5000,0,0,0
KAHO,BERSERK_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
KAHO,RUSH_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
KAHO,ANGRY_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
KAHO,FOLLOW_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
KAHO,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
KAHO,ANGRY_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
KAPHA,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
KAPHA,ANGRY_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
KAPHA,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KAPHA,BERSERK_ST,NPC_WATERATTACK,3,50,500,5000,0,0,0
KAPHA,ANGRY_ST,NPC_WATERATTACK,3,50,500,5000,0,0,0
KAPHA,RUSH_ST,WZ_WATERBALL,3,50,1500,5000,0,0,0
KAPHA,FOLLOW_ST,WZ_WATERBALL,3,50,1500,5000,0,0,0
KARAKASA,BERSERK_ST,NPC_EMOTION,1,1000,0,30000,0,0,0
KARAKASA,BERSERK_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
KARAKASA,RUSH_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
KARAKASA,RUSH_ST,WZ_WATERBALL,1,50,500,5000,0,0,0
KHALITZBURG,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
KHALITZBURG,RUSH_ST,AS_GRIMTOOTH,5,200,0,5000,0,0,0
KHALITZBURG,BERSERK_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
KHALITZBURG,RUSH_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
KHALITZBURG,BERSERK_ST,NPC_SPLASHATTACK,1,200,0,5000,0,IF_ENEMYCOUNT,2
KHALITZBURG,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
KILLER_MANTIS,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
KILLER_MANTIS,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
KILLER_MANTIS,BERSERK_ST,NPC_CRITICALSLASH,1,50,500,5000,NO_DISPEL,0,0
KILLER_MANTIS,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
KILLER_MANTIS,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KILLER_MANTIS,BERSERK_ST,NPC_GROUNDATTACK,3,50,500,5000,NO_DISPEL,0,0
KILLER_MANTIS,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
KIND_OF_BEETLE,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
KIND_OF_BEETLE,BERSERK_ST,NPC_GROUNDATTACK,2,50,500,5000,NO_DISPEL,0,0
KIND_OF_BEETLE,BERSERK_ST,NPC_KEEPING,1,200,0,5000,0,IF_HP,30
KNIGHT_OF_ABYSS,RUSH_ST,AC_CHARGEARROW,1,50,0,5000,0,0,0
KNIGHT_OF_ABYSS,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
KNIGHT_OF_ABYSS,RUSH_ST,CR_AUTOGUARD,10,200,0,300000,0,IF_RANGEATTACKED,0
KNIGHT_OF_ABYSS,BERSERK_ST,CR_AUTOGUARD,10,50,0,300000,0,0,0
KNIGHT_OF_ABYSS,BERSERK_ST,KN_BRANDISHSPEAR,10,50,1000,5000,NO_DISPEL,0,0
KNIGHT_OF_ABYSS,BERSERK_ST,NPC_DARKNESSATTACK,5,50,500,5000,NO_DISPEL,0,0
KNIGHT_OF_ABYSS,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,600000,NO_DISPEL,IF_SLAVENUM,0
KOBOLD_1,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_1,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
KOBOLD_1,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_1,BERSERK_ST,NPC_WINDATTACK,3,50,500,5000,NO_DISPEL,0,0
KOBOLD_2,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_2,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
KOBOLD_2,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_2,BERSERK_ST,NPC_POISONATTACK,3,50,500,5000,NO_DISPEL,0,0
KOBOLD_3,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_3,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
KOBOLD_3,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_3,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
KOBOLD_ARCHER,BERSERK_ST,AC_DOUBLE,1,50,1000,5000,NO_DISPEL,0,0
KOBOLD_ARCHER,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KOBOLD_ARCHER,BERSERK_ST,NPC_FIREATTACK,2,50,500,5000,NO_DISPEL,0,0
KOBOLD_LEADER,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
KOBOLD_LEADER,BERSERK_ST,BS_ADRENALINE,10,50,1500,300000,NO_DISPEL,0,0
KOBOLD_LEADER,RUSH_ST,BS_ADRENALINE,10,50,1500,300000,NO_DISPEL,0,0
KOBOLD_LEADER,BERSERK_ST,CR_SHIELDCHARGE,3,50,0,5000,NO_DISPEL,0,0
KOBOLD_LEADER,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,2
KOBOLD_LEADER,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,2
KUKRE,MOVEITEM_ST,NPC_EMOTION,1,200,0,5000,0,0,0
KUKRE,BERSERK_ST,NPC_WATERATTACK,1,200,0,5000,0,0,0
LAVA_GOLEM,IDLE_ST,AL_TELEPORT,1,1000,0,6000,0,IF_RUDEATTACK,0
LAVA_GOLEM,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
LAVA_GOLEM,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
LAVA_GOLEM,IDLE_ST,WZ_FIREPILLAR,3,50,0,5000,0,0,0
LEIB_OLMAI,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
LEIB_OLMAI,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
LEIB_OLMAI,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
LEIB_OLMAI,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
LEIB_OLMAI,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
LEIB_OLMAI,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
LEIB_OLMAI,RUSH_ST,SM_ENDURE,1,500,0,10000,0,IF_RANGEATTACKED,0
LEIB_OLMAI,BERSERK_ST,SM_MAGNUM,9,50,500,5000,NO_DISPEL,0,0
LIVE_PEACH_TREE,BERSERK_ST,AM_POTIONPITCHER,2,1000,500,5000,NO_DISPEL,IF_HP,30
LIVE_PEACH_TREE,RUSH_ST,AM_POTIONPITCHER,2,1000,500,5000,NO_DISPEL,IF_HP,30
LIVE_PEACH_TREE,IDLE_ST,AM_POTIONPITCHER,3,1000,500,10000,NO_DISPEL,0,0
LIVE_PEACH_TREE,BERSERK_ST,NPC_GUIDEDATTACK,3,50,1000,20000,NO_DISPEL,0,0
LIVE_PEACH_TREE,RUSH_ST,NPC_GUIDEDATTACK,2,50,1000,20000,NO_DISPEL,0,0
LOLI_RURI,IDLE_ST,AL_TELEPORT,1,500,0,5000,0,IF_RUDEATTACK,0
LOLI_RURI,RMOVE_ST,AL_TELEPORT,1,500,0,5000,0,IF_RUDEATTACK,0
LOLI_RURI,RUSH_ST,NPC_EMOTION,1,200,0,5000,0,0,0
LOLI_RURI,IDLE_ST,NPC_SUMMONSLAVE,1,50,2000,60000,NO_DISPEL,IF_SLAVENUM,0
LOLI_RURI,RUSH_ST,PR_LEXDIVINA,10,50,1000,5000,0,0,0
LOLI_RURI,BERSERK_ST,PR_LEXDIVINA,10,50,1000,5000,0,0,0
LOLI_RURI,RUSH_ST,SA_REVERSEORCISH,1,5,0,30000,0,0,0
LOLI_RURI,BERSERK_ST,SA_REVERSEORCISH,1,5,0,30000,0,0,0
LUDE,RUSH_ST,AL_HEAL,9,1000,500,5000,NO_DISPEL,IF_COMRADEHP,60
LUDE,BERSERK_ST,AL_HEAL,9,1000,500,5000,NO_DISPEL,IF_COMRADEHP,60
LUDE,RUSH_ST,AL_HEAL,9,1000,500,5000,NO_DISPEL,IF_HP,30
LUDE,BERSERK_ST,AL_HEAL,9,1000,500,5000,NO_DISPEL,IF_HP,30
LUDE,BERSERK_ST,NPC_METAMORPHOSIS,1,100,0,60000,NO_DISPEL,IF_HP,30
MAGNOLIA,IDLE_ST,HT_FLASHER,5,50,0,300000,0,0,0
MAGNOLIA,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MAGNOLIA,BERSERK_ST,NPC_STUNATTACK,3,50,1500,5000,NO_DISPEL,0,0
MAJORUROS,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MAJORUROS,BERSERK_ST,BS_HAMMERFALL,5,50,1500,5000,NO_DISPEL,0,0
MAJORUROS,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MAJORUROS,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MAJORUROS,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
MAJORUROS,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
MAJORUROS,BERSERK_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
MAJORUROS,RUSH_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
MANDRAGORA,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
MANTIS,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
MANTIS,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MANTIS,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MANTIS,BERSERK_ST,NPC_GROUNDATTACK,2,50,500,5000,NO_DISPEL,0,0
MARC,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MARC,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MARC,FOLLOW_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MARC,BERSERK_ST,NPC_STUNATTACK,2,50,1500,5000,NO_DISPEL,0,0
MARC,ANGRY_ST,NPC_STUNATTACK,2,50,1500,5000,NO_DISPEL,0,0
MARC,BERSERK_ST,NPC_WATERATTACK,2,50,500,5000,NO_DISPEL,0,0
MARC,ANGRY_ST,NPC_WATERATTACK,2,50,500,5000,NO_DISPEL,0,0
MARDUK,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MARDUK,BERSERK_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
MARDUK,RUSH_ST,MG_FIREBOLT,3,50,1500,5000,0,0,0
MARDUK,RUSH_ST,MG_FIREWALL,5,50,500,5000,0,0,0
MARDUK,RUSH_ST,NPC_BLINDATTACK,3,200,0,5000,0,0,0
MARDUK,BERSERK_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
MARDUK,BERSERK_ST,NPC_MAGICALATTACK,1,50,1000,5000,NO_DISPEL,0,0
MARIN,MOVEITEM_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MARIN,BERSERK_ST,NPC_WATERATTACK,1,200,0,5000,0,0,0
MARINA,BERSERK_ST,NPC_CRITICALSLASH,1,50,500,5000,NO_DISPEL,0,0
MARINA,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MARINA,BERSERK_ST,NPC_WATERATTACK,2,50,500,5000,NO_DISPEL,0,0
MARINE_SPHERE,IDLE_ST,NPC_SELFDESTRUCTION,1,50,2000,5000,NO_DISPEL,IF_HP,99
MARINE_SPHERE,IDLE_ST,NPC_SELFDESTRUCTION,1,1000,2000,5000,NO_DISPEL,IF_SKILLUSE ,NPC_SELFDESTRUCTION
MARIONETTE,IDLE_ST,HT_FREEZINGTRAP,5,50,0,300000,0,0,0
MARIONETTE,RUSH_ST,MG_FIREWALL,5,50,500,5000,0,0,0
MARIONETTE,BERSERK_ST,NPC_TELEKINESISATTACK,5,50,0,5000,0,0,0
MARSE,BERSERK_ST,NPC_BLINDATTACK,5,200,0,5000,0,0,0
MARSE,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MARSE,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MARSE,BERSERK_ST,NPC_WATERATTACK,3,50,500,5000,NO_DISPEL,0,0
MARTIN,BERSERK_ST,NPC_GROUNDATTACK,1,200,0,5000,0,0,0
MARTIN,BERSERK_ST,TF_HIDING,1,200,500,5000,NO_DISPEL,IF_HP,30
MARTIN,BERSERK_ST,TF_SPRINKLESAND,1,50,0,5000,0,0,0
MASTERING,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MASTERING,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,3
MASTERING,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,3
MASTERING,BERSERK_ST,NPC_WATERATTACK,5,50,500,5000,NO_DISPEL,0,0
MATYR,BERSERK_ST,AS_SONICBLOW,5,50,800,5000,NO_DISPEL,0,0
MATYR,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
MATYR,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MATYR,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MAYA_PUPLE,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MAYA_PUPLE,BERSERK_ST,KN_BRANDISHSPEAR,10,50,1000,5000,NO_DISPEL,0,0
MAYA_PUPLE,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MAYA_PUPLE,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MAYA_PUPLE,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
MAYA_PUPLE,BERSERK_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
MAYA_PUPLE,RUSH_ST,WZ_HEAVENDRIVE,5,50,1200,5000,0,0,0
MEDUSA,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MEDUSA,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MEDUSA,BERSERK_ST,NPC_PETRIFYATTACK,5,50,500,5000,NO_DISPEL,0,0
MEDUSA,RUSH_ST,NPC_PETRIFYATTACK,5,50,500,5000,NO_DISPEL,0,0
MEGALITH,IDLE_ST,AL_TELEPORT,1,50,0,5000,0,0,0
MEGALITH,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MEGALODON,BERSERK_ST,NPC_CHANGETELEKINESIS,1,50,2000,5000,NO_DISPEL,IF_HP,30
MERMAN,BERSERK_ST,KN_PIERCE,5,50,700,5000,NO_DISPEL,0,0
MERMAN,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MERMAN,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MERMAN,RUSH_ST,NPC_RANGEATTACK,1,50,0,5000,0,0,0
MERMAN,BERSERK_ST,NPC_WATERATTACK,3,50,500,5000,NO_DISPEL,0,0
METALLER,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
METALLER,BERSERK_ST,NPC_FIREATTACK,1,200,0,5000,0,0,0
METALLER,BERSERK_ST,NPC_SILENCEATTACK,3,50,700,5000,NO_DISPEL,0,0
METALLER,RUSH_ST,NPC_SILENCEATTACK,3,50,700,5000,NO_DISPEL,0,0
MIMIC,RUSH_ST,CR_AUTOGUARD,2,200,0,300000,0,IF_RANGEATTACKED,0
MIMIC,BERSERK_ST,CR_AUTOGUARD,2,50,0,300000,0,0,0
MIMIC,BERSERK_ST,NPC_BLOODDRAIN,1,50,0,5000,0,0,0
MIMIC,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MINI_DEMON,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MINI_DEMON,BERSERK_ST,NPC_DARKBREATH,2,50,800,5000,NO_DISPEL,0,0
MINI_DEMON,BERSERK_ST,NPC_DARKNESSATTACK,1,200,0,5000,0,0,0
MINI_DEMON,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MINI_DEMON,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MINI_DEMON,BERSERK_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
MINI_DEMON,IDLE_ST,NPC_SUMMONSLAVE,1,1000,2000,60000,NO_DISPEL,IF_SLAVENUM,0
MINI_DEMON,BERSERK_ST,SA_REVERSEORCISH,1,5,0,30000,0,0,0
MINI_DEMON,RUSH_ST,SA_REVERSEORCISH,1,5,0,30000,0,0,0
MINOROUS,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MINOROUS,BERSERK_ST,BS_HAMMERFALL,3,50,1500,5000,NO_DISPEL,0,0
MINOROUS,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MINOROUS,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MINOROUS,BERSERK_ST,NPC_FIREATTACK,3,50,500,5000,NO_DISPEL,0,0
MINOROUS,BERSERK_ST,WZ_HEAVENDRIVE,3,50,1200,5000,0,0,0
MIYABI_NINGYO,BERSERK_ST,NPC_BLINDATTACK,3,50,0,5000,0,0,0
MIYABI_NINGYO,RUSH_ST,NPC_BLINDATTACK,3,50,0,5000,0,0,0
MIYABI_NINGYO,BERSERK_ST,NPC_CURSEATTACK,3,50,800,5000,NO_DISPEL,0,0
MIYABI_NINGYO,RUSH_ST,NPC_CURSEATTACK,3,50,800,5000,NO_DISPEL,0,0
MIYABI_NINGYO,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MIYABI_NINGYO,BERSERK_ST,NPC_SILENCEATTACK,3,50,700,5000,NO_DISPEL,0,0
MIYABI_NINGYO,RUSH_ST,NPC_SILENCEATTACK,3,50,700,5000,NO_DISPEL,0,0
MOBSTER,RUSH_ST,KN_SPEARBOOMERANG,5,50,0,5000,0,0,0
MOBSTER,BERSERK_ST,KN_SPEARSTAB,5,50,800,5000,NO_DISPEL,0,0
MOBSTER,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MOBSTER,IDLE_ST,NPC_SUMMONSLAVE,1,50,2000,60000,NO_DISPEL,IF_SLAVENUM,0
MOBSTER,BERSERK_ST,RG_INTIMIDATE,1,50,0,5000,0,0,0
MOBSTER,BERSERK_ST,TF_SPRINKLESAND,1,200,0,5000,0,0,0
MUKA,BERSERK_ST,NPC_GROUNDATTACK,3,50,500,5000,NO_DISPEL,0,0
MUKA,BERSERK_ST,NPC_PIERCINGATT,3,50,0,5000,0,0,0
MUKA,BERSERK_ST,NPC_SPLASHATTACK,1,200,0,5000,0,IF_ENEMYCOUNT,2
MUMMY,BERSERK_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
MUMMY,ANGRY_ST,NPC_COMBOATTACK,1,50,700,5000,NO_DISPEL,0,0
MUMMY,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MUMMY,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MUMMY,FOLLOW_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MUNAK,RUSH_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MUNAK,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MUNAK,FOLLOW_ST,NPC_EMOTION,1,20,0,5000,0,0,0
MUNAK,BERSERK_ST,NPC_STUNATTACK,2,50,1500,5000,NO_DISPEL,0,0
MUNAK,ANGRY_ST,NPC_STUNATTACK,2,50,1500,5000,NO_DISPEL,0,0
MUTANT_DRAGON,RUSH_ST,MG_FIREBALL,10,50,0,5000,0,0,0
MUTANT_DRAGON,BERSERK_ST,NPC_FIREATTACK,5,50,500,5000,NO_DISPEL,0,0
MUTANT_DRAGON,BERSERK_ST,SM_MAGNUM,10,50,500,5000,NO_DISPEL,0,0
MYST,BERSERK_ST,NPC_BLINDATTACK,5,50,0,5000,0,0,0
MYST,IDLE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MYST,BERSERK_ST,NPC_MENTALBREAKER,2,50,800,5000,NO_DISPEL,0,0
MYST,BERSERK_ST,NPC_POISONATTACK,3,50,500,5000,NO_DISPEL,0,0
MYSTCASE,IDLE_ST,AL_TELEPORT,1,1000,0,0,0,IF_RUDEATTACK,0
MYSTCASE,BERSERK_ST,KN_SPEARSTAB,5,50,800,5000,NO_DISPEL,0,0
MYSTCASE,BERSERK_ST,MC_MAMMONITE,5,50,800,5000,NO_DISPEL,0,0
MYSTCASE,RMOVE_ST,NPC_EMOTION,1,200,0,5000,0,0,0
MYSTCASE,BERSERK_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
MYSTCASE,RUSH_ST,NPC_HALLUCINATION,1,50,500,5000,0,0,0
MYSTELTAINN,BERSERK_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
MYSTELTAINN,RUSH_ST,BS_MAXIMIZE,5,50,1000,5000,NO_DISPEL,0,0
MYSTELTAINN,RUSH_ST,CR_AUTOGUARD,10,200,0,300000,0,IF_RANGEATTACKED,0
MYSTELTAINN,BERSERK_ST,CR_AUTOGUARD,10,50,0,300000,0,0,0
MYSTELTAINN,BERSERK_ST,NPC_DARKNESSATTACK,3,50,500,5000,NO_DISPEL,0,0
MYSTELTAINN,BERSERK_ST,NPC_GUIDEDATTACK,1,50,1000,20000,NO_DISPEL,0,0
