ID,Name,JName,SType,MLV,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,SP9,SP10,Delay1,Delay2,Delay3,Delay4,Delay5,Delay6,Delay7,Delay8,Delay9,Delay10,HP,JLevel,Item1,Item1Count,Item2,Item2Count,Item3,Item3Count,Item4,Item4Count,Item5,Item5Count,Item6,Item6Count,Item7,Item7Count,Cast,CastLv+,CastLim,Range,Ele,Dat1_1,Dat1_2,Dat1_3,Dat1_4,Dat1_5,Dat1_6,Dat1_7,Dat1_8,Dat1_9,Dat1_10,Dat2_1,Dat2_2,Dat2_3,Dat2_4,Dat2_5,Dat2_6,Dat2_7,Dat2_8,Dat2_9,Dat2_10,Dat3_1,Dat3_2,Dat3_3,Dat3_4,Dat3_5,Dat3_6,Dat3_7,Dat3_8,Dat3_9,Dat3_10,Dat4_1,Dat4_2,Dat4_3,Dat4_4,Dat4_5,Dat4_6,Dat4_7,Dat4_8,Dat4_9,Dat4_10,Range2,Icon,Job,JobA,JobB,Req1_1,RLV1_1,Req2_1,RLV2_1,Req3_1,RLV3_1,Req4_1,RLV4_1,Req5_1,RLV5_1,Req2_1,RLV2_1,Req2_2,RLV2_2,Req2_3,RLV2_3,Req2_4,RLV2_4,Req2_5,RLV2_5 
170,NPC_CRITICALSLASH,NPC_CRITICALSLASH,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,NPC_COMBOATTACK,NPC_COMBOATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,NPC_GUIDEDATTACK,NPC_GUIDEDATTACK,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,NPC_SELFDESTRUCTION,NPC_SELFDESTRUCTION,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
174,NPC_SPLASHATTACK,NPC_SPLASHATTACK,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
175,NPC_SUICIDE,NPC_SUICIDE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,NPC_POISON,NPC_POISON,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,NPC_BLINDATTACK,NPC_BLINDATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,NPC_SILENCEATTACK,NPC_SILENCEATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,NPC_STUNATTACK,NPC_STUNATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,NPC_PETRIFYATTACK,NPC_PETRIFYATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,NPC_CURSEATTACK,NPC_CURSEATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,NPC_SLEEPATTACK,NPC_SLEEPATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,NPC_RANDOMATTACK,NPC_RANDOMATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,NPC_WATERATTACK,NPC_WATERATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,NPC_GROUNDATTACK,NPC_GROUNDATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,NPC_FIREATTACK,NPC_FIREATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,NPC_WINDATTACK,NPC_WINDATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,NPC_POISONATTACK,NPC_POISONATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,NPC_HOLYATTACK,NPC_HOLYATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,NPC_DARKNESSATTACK,NPC_DARKNESSATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,NPC_TELEKINESISATTACK,NPC_TELEKINESISATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,NPC_MAGICALATTACK,NPC_MAGICALATTACK,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,NPC_METAMORPHOSIS,NPC_METAMORPHOSIS,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,NPC_PROVOCATION,NPC_PROVOCATION,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
195,NPC_SMOKING,NPC_SMOKING,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,NPC_SUMMONSLAVE,NPC_SUMMONSLAVE,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,NPC_EMOTION,NPC_EMOTION,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,NPC_TRANSFORMATION,NPC_TRANSFORMATION,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,NPC_BLOODDRAIN,NPC_BLOODDRAIN,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,NPC_ENERGYDRAIN,NPC_ENERGYDRAIN,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,NPC_KEEPING,NPC_KEEPING,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,NPC_DARKBREATH,NPC_DARKBREATH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,NPC_DARKBLESSING,NPC_DARKBLESSING,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,NPC_BARRIER,NPC_BARRIER,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,NPC_DEFENDER,NPC_DEFENDER,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,NPC_LICK,NPC_LICK,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,NPC_HALLUCINATION,NPC_HALLUCINATION,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,
208,NPC_REBIRTH,NPC_REBIRTH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,NPC_SUMMONMONSTER,NPC_SUMMONMONSTER,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,RG_SNATCHER,RG_SNATCHER,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,11,13,14,16,17,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,50,1,,,,,,,,,,,,,,,,,,
211,RG_STEALCOIN,RG_STEALCOIN,1,10,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,210,4,,,,,,,,,,,,,,,,,,
212,RG_BACKSTAP,RG_BACKSTAP,1,10,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,340,380,420,460,500,540,580,620,660,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,211,4,,,,,,,,,,,,,,,,,,
213,RG_TUNNELDRIVE,RG_TUNNELDRIVE,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,15,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,51,1,,,,,,,,,,,,,,,,,,
214,RG_RAID,RG_RAID,1,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,140,180,220,260,300,,,,,,13,16,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,3,,131072,,,213,5,212,2,,,,,,,,,,,,,,,,
215,RG_STRIPWEAPON,RG_STRIPWEAPON,1,5,17,19,21,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,131072,,,217,5,,,,,,,,,,,,,,,,,,
216,RG_STRIPSHIELD,RG_STRIPSHIELD,1,5,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,131072,,,218,5,,,,,,,,,,,,,,,,,,
217,RG_STRIPARMOR,RG_STRIPARMOR,1,5,17,19,21,23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,131072,,,216,5,,,,,,,,,,,,,,,,,,
218,RG_STRIPHELM,RG_STRIPHELM,1,5,12,14,16,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,9,11,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,131072,,,,,,,,,,,,,,,,,,,,,,
219,RG_INTIMIDATE,RG_INTIMIDATE,1,5,13,16,19,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,130,160,190,220,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,212,4,,,,,,,,,,,,,,,,,,
220,RG_GRAFFITI,RG_GRAFFITI,2,5,13,13,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,150,150,150,150,150,,,,,,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,221,5,,,,,,,,,,,,,,,,,,
221,RG_FLAGGRAFFITI,RG_FLAGGRAFFITI,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,222,1,,,,,,,,,,,,,,,,,,
222,RG_CLEANER,RG_CLEANER,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,223,1,,,,,,,,,,,,,,,,,,
223,RG_GANGSTER,RG_GANGSTER,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,131072,,,216,3,,,,,,,,,,,,,,,,,,
224,RG_COMPULSION,RG_COMPULSION,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,87,83,79,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,223,1,,,,,,,,,,,,,,,,,,
225,RG_PLAGIARISM,RG_PLAGIARISM,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131072,,,219,5,,,,,,,,,,,,,,,,,,
226,AM_AXEMASTERY,AM_AXEMASTERY,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,,,,,,,,,,,,,,,,,,,,
227,AM_LERNINGPOTION,AM_LERNINGPOTION,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,,,,,,,,,,,,,,,,,,,,
228,AM_PHARMACY,AM_PHARMACY,4,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,227,5,,,,,,,,,,,,,,,,,,
229,AM_DEMONSTRATION,AM_DEMONSTRATION,2,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,7135,1,,,,,,,,,,,,,,,,9,,120,140,160,180,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,228,4,,,,,,,,,,,,,,,,,,
230,AM_ACIDTERROR,AM_ACIDTERROR,1,5,15,15,15,15,15,,,,,,,,,,,,,,,,,,7136,1,,,,,,,,,,,,,,,,9,,140,180,220,260,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,228,5,,,,,,,,,,,,,,,,,,
231,AM_POTIONPITCHER,AM_POTIONPITCHER,16,5,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,110,120,130,140,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,228,3,,,,,,,,,,,,,,,,,,
232,AM_CANNIBALIZE,AM_CANNIBALIZE,2,5,20,20,20,20,20,,,,,,,,,,,,,,,,,,7137,1,,,,,,,,,,,,,,,,9,,40,50,60,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,228,6,,,,,,,,,,,,,,,,,,
233,AM_SPHEREMINE,AM_SPHEREMINE,2,1,10,,,,,,,,,,,,,,,,,,,,,,7138,1,,,,,,,,,,,,,,,,9,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262144,,,228,2,,,,,,,,,,,,,,,,,,
234,AM_CP_WEAPON,AM_CP_WEAPON,16,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,7139,1,,,,,,,,,,,,,,,,1,,60,120,180,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,262144,,,236,3,,,,,,,,,,,,,,,,,,
235,AM_CP_SHIELD,AM_CP_SHIELD,16,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,7139,1,,,,,,,,,,,,,,,,1,,60,120,180,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,262144,,,237,3,,,,,,,,,,,,,,,,,,
236,AM_CP_ARMOR,AM_CP_ARMOR,16,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,7139,1,,,,,,,,,,,,,,,,1,,60,120,180,240,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,262144,,,235,3,,,,,,,,,,,,,,,,,,
237,AM_CP_HELM,AM_CP_HELM,16,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,7139,1,,,,,,,,,,,,,,,,1,,60,120,180,240,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,262144,,,228,2,,,,,,,,,,,,,,,,,,
238,AM_BIOETHICS,AM_BIOETHICS,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,AM_BIOTECHNOLOGY,AM_BIOTECHNOLOGY,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,AM_CREATECREATURE,AM_CREATECREATURE,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,AM_CULTIVATION,AM_CULTIVATION,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,AM_FLAMECONTROL,AM_FLAMECONTROL,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,AM_CALLHOMUN,AM_CALLHOMUN,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,AM_REST,AM_REST,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,AM_DRILLMASTER,AM_DRILLMASTER,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,AM_HEALHOMUN,AM_HEALHOMUN,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,AM_RESURRECTHOMUN,AM_RESURRECTHOMUN,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,CR_TRUST,CR_TRUST,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,400,600,800,1000,1200,1400,1600,1800,2000,5,10,15,20,25,30,35,40,45,50,,,,,,,,,,,,,,,,,,,,,,,16384,,,,,,,,,,,,,,,,,,,,,,
249,CR_AUTOGUARD,CR_AUTOGUARD,4,10,12,14,16,18,20,22,24,26,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,10,14,18,21,24,26,28,29,30,3,3,6,6,9,9,12,12,15,15,,,,,,,,,,,,,,,,,,,,,,58,16384,,,,,,,,,,,,,,,,,,,,,,
250,CR_SHIELDCHARGE,CR_SHIELDCHARGE,1,5,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,140,160,180,200,,,,,,20,25,30,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,16384,,,249,5,,,,,,,,,,,,,,,,,,
251,CR_SHIELDBOOMERANG,CR_SHIELDBOOMERANG,1,5,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,130,160,190,220,250,,,,,,3,5,7,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,16384,,,250,3,,,,,,,,,,,,,,,,,,
252,CR_REFLECTSHIELD,CR_REFLECTSHIELD,4,10,35,40,45,50,55,60,65,70,75,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,6,9,9,12,12,15,15,13,16,19,22,25,28,31,34,37,40,,,,,,,,,,,,,,,,,,,,,,59,16384,,,251,3,,,,,,,,,,,,,,,,,,
253,CR_HOLYCROSS,CR_HOLYCROSS,1,10,11,12,13,14,15,16,17,18,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,135,170,205,240,275,310,345,380,415,450,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,16384,,,248,7,,,,,,,,,,,,,,,,,,
254,CR_GRANDCROSS,CR_GRANDCROSS,4,10,37,44,51,58,65,72,78,86,93,100,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,6,6,140,180,220,260,300,340,380,420,460,500,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,6,,16384,,,248,10,253,6,,,,,,,,,,,,,,,,
255,CR_DEVOTION,CR_DEVOTION,1,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,30,45,60,75,90,,,,,,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,61,16384,,,252,5,254,4,,,,,,,,,,,,,,,,
256,CR_PROVIDENCE,CR_PROVIDENCE,1,5,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,180,180,180,180,180,,,,,,5,10,15,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,65,16384,,,22,5,28,5,,,,,,,,,,,,,,,,
257,CR_DEFENDER,CR_DEFENDER,4,5,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,35,50,65,80,180,180,180,180,180,,,,,,20,35,50,65,80,,,,,,,,,,,,,,,,,,,,,,,,,,,62,16384,,,251,1,,,,,,,,,,,,,,,,,,
258,CR_SPEARQUICKEN,CR_SPEARQUICKEN,4,10,24,28,32,36,40,44,48,52,56,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,60,90,120,150,180,210,240,270,300,21,22,23,24,35,26,27,28,29,30,,,,,,,,,,,,,,,,,,,,,,68,16384,,,55,10,,,,,,,,,,,,,,,,,,
259,MO_IRONHAND,MO_IRONHAND,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,12,15,18,21,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,23,10,22,10,,,,,,,,,,,,,,,,
260,MO_SPIRITSRECOVERY,MO_SPIRITSRECOVERY,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,12,16,20,,,,,,2,4,6,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,32768,,,269,2,,,,,,,,,,,,,,,,,,
